year,round,position,driver_id,q1,q2,q3
2023,4,12,esteban_ocon,1:42.622,1:41.798,
2023,4,13,alexander_albon,1:42.171,1:41.818,
2023,4,14,valtteri_bottas,1:42.582,1:42.259,
2023,4,15,logan_sargeant,1:42.242,1:42.395,
2023,4,16,zhou_guanyu,1:42.642,,
2023,4,17,nico_hulkenberg,1:42.755,,
2023,4,18,kevin_magnussen,1:43.417,,
2023,4,19,pierre_gasly,1:44.853,,
2023,5,1,sergio_perez,1:27.713,1:27.328,1:26.841
2023,5,2,fernando_alonso,1:28.179,1:27.097,1:27.202
2023,5,3,carlos_sainz,1:27.686,1:27.148,1:27.349
2023,5,4,kevin_magnussen,1:27.809,1:27.673,1:27.767
2023,5,5,pierre_gasly,1:28.061,1:27.612,1:27.786
2023,5,6,george_russell,1:28.086,1:27.743,1:27.804
2023,5,7,charles_leclerc,1:27.713,1:26.964,1:27.861
2023,5,8,esteban_ocon,1:27.872,1:27.444,1:27.935
2023,5,9,max_verstappen,1:27.363,1:26.814,
2023,5,10,valtteri_bottas,1:27.864,1:27.564,
2023,5,11,alexander_albon,1:28.234,1:27.795,
2023,5,12,nico_hulkenberg,1:27.945,1:27.903,
2023,5,13,lewis_hamilton,1:27.846,1:27.975,
2023,5,14,zhou_guanyu,1:28.180,1:28.091,
2023,5,15,nyck_de_vries,1:28.325,1:28.395,
2023,5,16,lando_norris,1:28.394,,
2023,5,17,yuki_tsunoda,1:28.429,,
2023,5,18,lance_stroll,1:28.476,,
2023,5,19,oscar_piastri,1:28.484,,
2023,5,20,logan_sargeant,1:28.577,,
